,Percentile,Clusters,Type,MCP_PercExtr,MCP,MCP_UpperLim,TotalPercSign,MeanCondProbSign,PercentSign,Area,Variables
1,P97,Clusters_12,MedExt_T850~Z500,21.555555555555557,8.397600685518423,7.542942494398805,50.0,6.6540700665599815,99.97038134024436,MedExt,T850~Z500
2,P99,Clusters_12,MedExt_T850~Z500,24.0,3.076923076923077,2.7550260610573343,44.666666666666664,2.6000460822231934,98.46723435764531,MedExt,T850~Z500
0,P95,Clusters_4,MedExt_SLP~T850~Z500,38.584779706275036,8.447238928376162,7.840649581324537,44.32576769025367,8.201202843083651,95.03146982599037,MedExt,SLP~T850~Z500
1,P97,Clusters_4,MedExt_SLP~T850~Z500,40.0,5.19409513395298,4.82111139304745,44.888888888888886,5.057494163121619,92.78785634950019,MedExt,SLP~T850~Z500
2,P99,Clusters_4,MedExt_SLP~T850~Z500,44.0,1.8574514038876888,1.7254503933011927,46.666666666666664,1.8316019682886824,84.42058496853018,MedExt,SLP~T850~Z500
0,P95,Clusters_7,MedExt_SLP~T850~Z500,27.636849132176234,10.25526197939991,9.37653411880216,48.197596795727634,9.270040304523063,98.3931877082562,MedExt,SLP~T850~Z500
1,P97,Clusters_7,MedExt_SLP~T850~Z500,28.888888888888886,6.373815676141257,5.8273776800439805,48.44444444444444,5.808358067059913,98.15623843021103,MedExt,SLP~T850~Z500
2,P99,Clusters_7,MedExt_SLP~T850~Z500,31.333333333333336,2.286087524493795,2.1031746031746033,45.33333333333333,2.1739130434782608,93.90596075527581,MedExt,SLP~T850~Z500
0,P95,Clusters_8,MedExt_SLP~T850~Z500,24.966622162883844,10.947616244849911,9.969122187913543,47.930574098798395,9.477039292474597,99.37800814513143,MedExt,SLP~T850~Z500
1,P97,Clusters_8,MedExt_SLP~T850~Z500,26.0,6.827545615067687,6.196581196581197,48.44444444444444,6.003531489111242,99.24472417623103,MedExt,SLP~T850~Z500
2,P99,Clusters_8,MedExt_SLP~T850~Z500,28.666666666666668,2.430939226519337,2.214393558127831,46.0,2.2568732690506916,96.07552758237689,MedExt,SLP~T850~Z500
0,P95,Clusters_9,MedExt_SLP~T850~Z500,22.429906542056074,11.717791411042946,10.554561717352415,50.06675567423231,9.850053882939314,99.99259533506108,MedExt,SLP~T850~Z500
1,P97,Clusters_9,MedExt_SLP~T850~Z500,23.555555555555554,7.3927392739273925,6.666666666666667,49.11111111111111,6.276761070730936,99.97778600518326,MedExt,SLP~T850~Z500
